Item	Question	Answer
tasmanian devil	does it have wings legs or fins?	various habitats, legs, wings, fins, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	in what continents does it predominantly live?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it considered dangerous to humans?	tasmanian devil, tasmanian devils, various habitats, humans, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it eaten by humans?	tasmanian devil, tasmanian devils, various habitats, humans, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, threat, distinguishable features, cities, echolocate ability
tasmanian devil	is the animal capable of jumping?	jumping, jumping abilities, solitary animals, wild animals, intelligent animals, capable runners
tasmanian devil	is it taller than humans on average?	tasmanian devil, tasmanian devils, various habitats, humans, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	does it live in groups?	various habitats, strong bite, jumping abilities, solitary animals, loose social groups, carrion sites, problemsolving abilities, small groups, cities, echolocate ability
tasmanian devil	is it commonly kept as a pet?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, pets, problemsolving abilities, cities, echolocate ability
tasmanian devil	does it migrate long distances?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, long distances, problemsolving abilities, cities, length, echolocate ability
tasmanian devil	is it known for its intelligence?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it an endangered species?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it a nocturnal animal?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, wild animals, intelligent animals, problemsolving abilities, cities, echolocate ability
tasmanian devil	does it hibernate?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	does it have sharp teeth?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, strong sharp adapted teeth, sharp claws, cities, echolocate ability
tasmanian devil	does it have sharp claws?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, strong sharp adapted teeth, sharp claws, cities, echolocate ability
tasmanian devil	is it a feline?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, felines, cities, echolocate ability
tasmanian devil	is it an amphibian?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, amphibians, cities, echolocate ability
tasmanian devil	is it a reptile?	various habitats, birds reptiles, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, reptiles, cities, echolocate ability
tasmanian devil	what is its most distinguishable feature?	distinguishable features
tasmanian devil	does x have cold or warm blood?	warm blood
tasmanian devil	does x hunt in a group?	loose social groups, small groups
tasmanian devil	how does x communicate with other similar?	
tasmanian devil	does x have scales?	scales
tasmanian devil	is the animal aquatic?	solitary animals, wild animals, intelligent animals, aquatic environments
tasmanian devil	is this an arctic animal?	solitary animals, wild animals, intelligent animals, arctic regions
tasmanian devil	is this animal exploited by humans?	tasmanian devil, tasmanian devils, humans, solitary animals, wild animals, intelligent animals, distinguishable features, conservation efforts
tasmanian devil	does the animal live in cities?	solitary animals, wild animals, intelligent animals, cities
tasmanian devil	does this animal fly?	solitary animals, wild animals, intelligent animals
tasmanian devil	how fast is it?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	what are its dimensions?	
tasmanian devil	does the animal have moist or scaly skin?	solitary animals, wild animals, intelligent animals, moist skin
tasmanian devil	can the animal echolocate?	solitary animals, wild animals, intelligent animals, echolocate ability
tasmanian devil	can the animal metamorphose?	solitary animals, wild animals, intelligent animals
tasmanian devil	can the animal be typically found in a circus?	solitary animals, wild animals, intelligent animals, circuses
ostrich	is it a carnivore or herbivore?	ostrich is herbivore, herbivore, various open habitats, jumping abilities, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
ostrich	is it a vertebrate or invertebrate?	ostrich is vertebrate, vertebrate, various open habitats, jumping abilities, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
ostrich	has it ever been domesticated?	various open habitats, jumping abilities, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
ostrich	is it a mammal?	ostrich is mammal, mammal, various open habitats, jumping abilities, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
ostrich	does it have fur?	fur, various open habitats, jumping abilities, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
ostrich	in which environments does it live?	various open habitats, jumping abilities, traditional sense, aquatic environments, cities, echolocate ability, habitat, specific habitat requirements
ostrich	what does it eat?	meat, leather, leather production, feathers, various open habitats, ostrich meat, meat production, jumping abilities, threats, distinguishable features, distinctive feathered body, traditional sense, meat feathers, cities, echolocate ability, habitat, specific habitat requirements
ostrich	how many legs does it have if any?	various open habitats, legs, powerful legs, jumping abilities, one is legs, long legs, traditional sense, cities, echolocate ability, habitat, specific habitat requirements
